,uuid,name,slug,class_name,sizes,emission,mass,cargo_capacity,vehicle_inventory,personal_inventory,crew,health,shield_hp,speed,fuel,quantum,agility,armor,foci,type,description,size_class,manufacturer,insurance,parts,updated_at,version,id,chassis_id,production_status,production_note,size,msrp,pledge_url,loaner,skus
85X,9dc9c257-c413-416a-ab9b-06fbadf18d1e,85X,85x,ORIG_85X,"{'length': 13.5, 'beam': 14, 'height': 4}","{'ir': 8360, 'em_idle': 5820, 'em_max': 20150}",0,0,2.94,0,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,2240,"{'scm': 230, 'max': 1250, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 25, 'maneuvering': 16, 'retro': 10, 'vtol': 0}}","{'quantum_speed': 190000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 65, 'yaw': 65, 'roll': 215, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.48, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Touring'],exploration,"Elegantly styled and meticulously constructed, the 85X is a versatile and comprehensive away-vessel that features precision control in and out of atmosphere. Utilizing much of the same thruster technology as the 300 series, it has the power of a racer with the reliability of a touring ship. Whether descending down to the planet surface or taking in the sights of your system, this runabout continues Origin’s proud tradition of turning heads.
",1,"{'name': 'Origin Jumpworks', 'code': 'ORIG'}","{'claim_time': 1.012, 'expedite_time': 0, 'expedite_cost': 510}",[],2025-02-21T06:56:54.000000Z,4.1.0-LIVE.9650658,123,47,flight-ready,None,snub,50,https://robertsspaceindustries.com/pledge/ships/85x/85X,[],"[{'title': 'Standard Edition', 'price': 50, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}]"
890 Jump,,890 Jump,890-jump,,"{'length': 210, 'beam': 80, 'height': 45}",,44237159,388,,,"{'min': 3, 'max': 8}",,,"{'scm': 125, 'max': 915}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Luxury Touring'],exploration,"With an elegant, sleek exterior that belies its spacious interior, the 890 Jump is a true engineering marvel; crafted to impress from every angle by combining a unique, innovative design with the finest materials and the most advanced technology. The result is a vessel that is in a class all of its own, a masterpiece worthy of the name ORIGIN.",,"{'code': 'ORIG', 'name': 'Origin Jumpworks'}",,,2025-01-13T18:43:49.000000Z,,55,21,flight-ready,None,capital,950,https://robertsspaceindustries.com/pledge/ships/890-jump/890-Jump,"[{'name': '325a', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/039a2768-1aff-4969-b2a4-ed8aeb21dae1', 'version': '4.1.1-LIVE.9768350'}, {'name': '85X', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/9dc9c257-c413-416a-ab9b-06fbadf18d1e', 'version': '4.1.1-LIVE.9768350'}]",[]
A1 Spirit,,A1 Spirit,a1-spirit,,"{'length': 47.5, 'beam': 44, 'height': 10}",,314270,0,,,"{'min': 1, 'max': 2}",,,"{'scm': 204, 'max': 1130}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Bomber'],combat,"Crusader Industries brings its usual commitment to excellence directly to the civilian market with the A1 Spirit, a mid-size multi-purpose starship equipped as a light bomber but packing enough versatility to tackle multiple roles and unpredictable jobs.",,"{'code': 'CRUS', 'name': 'Crusader Industries'}",,,2025-05-13T16:06:32.000000Z,,237,100,flight-ready,None,medium,200,https://robertsspaceindustries.com/pledge/ships/spirit/A1-Spirit,"[{'name': 'Freelancer MIS', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/4b6700e5-38bd-4d8d-9281-ef82996b135f', 'version': '3.20.0-LIVE.8701927'}]","[{'title': 'Warbond Edition', 'price': 175, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}, {'title': 'Warbond Edition', 'price': 175, 'available': 1, 'imported_at': '2024-01-18T23:00:38.000000Z'}, {'title': 'Standard Edition', 'price': 200, 'available': 1, 'imported_at': '2024-01-18T23:00:38.000000Z'}, {'title': 'Warbond Edition', 'price': 185, 'available': 1, 'imported_at': '2024-02-27T23:00:35.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 200, 'available': 1, 'imported_at': '2024-11-05T23:01:24.000000Z'}, {'title': 'Warbond Edition', 'price': 185, 'available': 1, 'imported_at': '2024-12-02T23:01:39.000000Z'}]"
A2 Hercules,,A2 Hercules,a2-hercules,,"{'length': 70, 'beam': 94, 'height': 23}",,3139240,234,,,"{'min': 1, 'max': 6}",,,"{'scm': 160, 'max': 950}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Bomber'],combat,"The A2 gunship has been used to devastating effect in airborne assaults, search and rescue operations, and landing initiatives. With more than double the firepower of the M2, and a custom bomb bay capable of delivering a staggering payload, the A2 caters to anyone hauling massive amounts of cargo through potentially unfriendly skies.",,"{'code': 'CRUS', 'name': 'Crusader Industries'}",,,2025-05-13T16:06:46.000000Z,,164,64,flight-ready,None,large,750,https://robertsspaceindustries.com/pledge/ships/crusader-starlifter/A2-Hercules,[],"[{'title': 'Standard Edition', 'price': 750, 'available': 1, 'imported_at': '2024-01-25T23:00:40.000000Z'}, {'title': 'Warbond Edition', 'price': 675, 'available': 1, 'imported_at': '2024-07-02T22:01:09.000000Z'}]"
Anvil Ballista Dunestalker,50f551e3-3435-4cbe-9ecf-8712855a8e27,Anvil Ballista Dunestalker,anvil-ballista-dunestalker,ANVL_Ballista_Dunestalker,"{'length': 17, 'beam': 7, 'height': 5.5}","{'ir': 1790, 'em_idle': 3308, 'em_max': 16174}",0,0,2.11,0,"{'min': 2, 'max': None, 'weapon': 2, 'operation': None}",0,1090,"{'scm': None, 'max': 25, 'zero_to_scm': 0, 'zero_to_max': 3.5700000000000003, 'scm_to_zero': 0, 'max_to_zero': 25, 'reverse': 10}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 20, 'kv_steer_max': 5, 'vmax_steer_max': 15, 'deceleration': {'main': 1}, 'acceleration': {'main': 7, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Military'],combat,"Keep your airspace clear of danger with the Anvil Ballista. Originally designed to defend outposts from Vanduul attacks, this mobile missile defense system packs a powerful loadout, allowing the Ballista to stand firm against any threat, whether it arrives by air or land. The Dunestalker variant features a naturalistic paint scheme ideal for blending into harsh landscapes.",4,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 6.19, 'expedite_time': 2.059, 'expedite_cost': 8073}",[],2025-02-21T06:57:37.000000Z,4.1.0-LIVE.9650658,185,75,flight-ready,None,vehicle,140,https://robertsspaceindustries.com/pledge/ships/anvil-ballista/Anvil-Ballista-Dunestalker,[],[]
Anvil Ballista Snowblind,aaeb976b-7a79-4a9c-91ee-07ed05d4a399,Anvil Ballista Snowblind,anvil-ballista-snowblind,ANVL_Ballista_Snowblind,"{'length': 17, 'beam': 7, 'height': 5.5}","{'ir': 1790, 'em_idle': 3308, 'em_max': 16174}",0,0,2.11,0,"{'min': 2, 'max': None, 'weapon': 2, 'operation': None}",0,1090,"{'scm': None, 'max': 25, 'zero_to_scm': 0, 'zero_to_max': 3.5700000000000003, 'scm_to_zero': 0, 'max_to_zero': 25, 'reverse': 10}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 20, 'kv_steer_max': 5, 'vmax_steer_max': 15, 'deceleration': {'main': 1}, 'acceleration': {'main': 7, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Military'],combat,"Keep your airspace clear of danger with the Anvil Ballista. Originally designed to defend outposts from Vanduul attacks, this mobile missile defense system packs a powerful loadout, allowing the Ballista to stand firm against any threat, whether it arrives by air or land. The Snowblind variant comes in a grey camouflage pattern to keep it concealed against rocky or lunar terrain.",4,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 6.19, 'expedite_time': 2.059, 'expedite_cost': 8073}",[],2025-02-21T06:57:38.000000Z,4.1.0-LIVE.9650658,184,75,flight-ready,None,vehicle,140,https://robertsspaceindustries.com/pledge/ships/anvil-ballista/Anvil-Ballista-Snowblind,[],[]
Apollo Medivac,,Apollo Medivac,apollo-medivac,,"{'length': 43, 'beam': 30, 'height': 10}",,376500,28,,,"{'min': None, 'max': 2}",,,"{'scm': 195, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Medical'],support,"Along with superior armor and dual missile racks, the 2948 Apollo Medivac model pays homage to the classic 2910 film, Astromedics: Back from the Brink, with livery that accurately recreates the headlining Kithara. ",,"{'code': 'RSI', 'name': 'Roberts Space Industries'}",,,2023-05-30T17:58:58.000000Z,,167,66,in-concept,None,large,275,https://robertsspaceindustries.com/pledge/ships/rsi-apollo/Apollo-Medivac,"[{'name': 'Cutlass Red', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/7780e93d-1cc3-43b4-9b32-9923af19775a', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 275, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}]"
Apollo Triage,,Apollo Triage,apollo-triage,,"{'length': 43, 'beam': 30, 'height': 10}",,376500,28,,,"{'min': None, 'max': 2}",,,"{'scm': 205, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Medical'],support,"The legendary Apollo chassis from Roberts Space Industries is the gold standard in medevac and rapid emergency response, having provided critical aid to the known universe for well over two centuries.",,"{'code': 'RSI', 'name': 'Roberts Space Industries'}",,,2023-05-30T17:58:58.000000Z,,166,66,in-concept,None,large,250,https://robertsspaceindustries.com/pledge/ships/rsi-apollo/Apollo-Triage,"[{'name': 'Cutlass Red', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/7780e93d-1cc3-43b4-9b32-9923af19775a', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 250, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}]"
Ares Inferno,,Ares Inferno,ares-inferno,,"{'length': 27, 'beam': 30, 'height': 6}",,329001,0,,,"{'min': None, 'max': 1}",,,"{'scm': 210, 'max': 1100}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Fighter'],combat,"Whether heading up a crew or hunting big ships solo, the Ares Inferno is a force to be reckoned with. This ballistic Gatling-equipped variant tears through gunship armor and turns smaller fighters to dust in seconds.",,"{'code': 'CRUS', 'name': 'Crusader Industries'}",,,2025-05-13T16:06:39.000000Z,,198,79,flight-ready,None,medium,250,https://robertsspaceindustries.com/pledge/ships/crusader-ares/Ares-Inferno,[],"[{'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Standard Edition', 'price': 250, 'available': 1, 'imported_at': '2024-01-08T23:00:49.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 250, 'available': 1, 'imported_at': '2024-02-06T23:00:14.000000Z'}, {'title': 'Warbond Edition', 'price': 235, 'available': 1, 'imported_at': '2024-05-27T22:00:36.000000Z'}]"
Ares Ion,,Ares Ion,ares-ion,,"{'length': 27, 'beam': 30, 'height': 6}",,329001,0,,,"{'min': None, 'max': 1}",,,"{'scm': 210, 'max': 1100}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Fighter'],combat,Spark fear in the corridors of the most formidable gunships and frigates with the Ares Ion. This laser-equipped variant delivers extremely powerful shots to quickly disable the shields of even the biggest enemy vessels.,,"{'code': 'CRUS', 'name': 'Crusader Industries'}",,,2025-05-13T16:06:38.000000Z,,200,79,flight-ready,None,small,250,https://robertsspaceindustries.com/pledge/ships/crusader-ares/Ares-Ion,[],"[{'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Standard Edition', 'price': 250, 'available': 1, 'imported_at': '2024-01-25T23:00:41.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 250, 'available': 1, 'imported_at': '2024-02-06T23:00:14.000000Z'}, {'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-07-02T22:01:09.000000Z'}]"
Argo Mole Carbon Edition,,Argo Mole Carbon Edition,argo-mole-carbon-edition,,"{'length': 45, 'beam': 25, 'height': 8}",,869686,96,,,"{'min': 1, 'max': 4}",,,"{'scm': 140, 'max': 960}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,"['Mining', 'Prospecting']",industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-01-13T20:35:00.000000Z,,202,80,flight-ready,None,medium,315,https://robertsspaceindustries.com/pledge/ships/argo-mole/Argo-Mole-Carbon-Edition,[],[]
Argo Mole Talus Edition,,Argo Mole Talus Edition,argo-mole-talus-edition,,"{'length': 45, 'beam': 25, 'height': 8}",,869686,96,,,"{'min': 1, 'max': 4}",,,"{'scm': 140, 'max': 960}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,"['Mining', 'Prospecting']",industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-01-13T20:35:52.000000Z,,203,80,flight-ready,None,medium,315,https://robertsspaceindustries.com/pledge/ships/argo-mole/Argo-Mole-Talus-Edition,[],[]
Arrastra,,Arrastra,arrastra,,"{'length': 124, 'beam': 64, 'height': 21}",,,576,,,"{'min': 2, 'max': 5}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,"['Mining', 'Refining']",industrial,"RSI is disrupting the industrial sector with an all-new approach to deep-space mining. Extract, refine, and haul huge volumes of ore in one powerhouse vessel – all with a maximum crew of five!",,"{'code': 'RSI', 'name': 'Roberts Space Industries'}",,,2024-09-25T16:39:42.000000Z,,260,107,in-concept,None,large,575,https://robertsspaceindustries.com/pledge/ships/arrastra/Arrastra,"[{'name': 'Prospector', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/f68ee841-88d1-46f3-a1e2-5dc71d9d5d97', 'version': '4.1.1-LIVE.9768350'}, {'name': 'MOLE', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/ecdfd0df-6c5f-4183-a24b-9e1546e00a4e', 'version': '4.1.1-LIVE.9768350'}, {'name': 'Arrow', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/eaeb562d-d4ac-43bd-a843-e8a6d69fad82', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 575, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}]"
Arrow,eaeb562d-d4ac-43bd-a843-e8a6d69fad82,Arrow,arrow,ANVL_Arrow,"{'length': 17.25, 'beam': 12.25, 'height': 4.5}","{'ir': 6050, 'em_idle': 5043, 'em_max': 20385}",0,0,0.86,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,1730,"{'scm': 232, 'max': 1210, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 29, 'maneuvering': 11, 'retro': 10, 'vtol': 0}}","{'quantum_speed': 190000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 74, 'yaw': 55, 'roll': 189, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Fighter'],combat,"Meet Anvil's ‘light fighter of the future’. Featuring an ultra-aerodynamic frame, slight profile, and the most advanced manoeuvring thruster tech available, it’s the most agile ship in its class. It can also hold its own in a knock-down-drag-out thanks to a generous standard weapons package that includes quad missile racks and a full complement of countermeasures. The Arrow is designed specifically to leave would-be interlopers thoroughly bewildered. After all, how can they kill what they can't catch?",2,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 5.269, 'expedite_time': 1.759, 'expedite_cost': 3121}",[],2025-02-21T06:53:44.000000Z,4.1.0-LIVE.9650658,173,70,flight-ready,None,small,75,https://robertsspaceindustries.com/pledge/ships/anvil-arrow/Arrow,[],"[{'title': 'Standard Edition', 'price': 75, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 75, 'available': 1, 'imported_at': '2024-02-06T23:00:14.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 75, 'available': 1, 'imported_at': '2024-02-06T23:00:14.000000Z'}]"
ATLS,,ATLS,atls,,"{'length': 1.8, 'beam': 2, 'height': 2.8}",,1440,,,,"{'min': 1, 'max': 1}",,,"{'scm': 2, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Industrial'],ground,"Single-handedly load and unload the biggest haulers with the power of Argo. The ATLS power suit’s unique exo-frame helps you work quickly, easily, and safely – whatever the task.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-04-10T16:58:11.000000Z,,277,115,flight-ready,None,undefined,40,https://robertsspaceindustries.com/pledge/ships/atls/ATLS,[],[]
ATLS GEO,,ATLS GEO,atls-geo,,"{'length': 1.8, 'beam': 2, 'height': 2.8}",,2100,0,,,"{'min': 1, 'max': 1}",,,"{'scm': 2, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Industrial'],ground,"Built on the proven ATLS power suit chassis, the GEO is outfitted with bespoke mining components and a Jump Pack to open up the most inaccessible (and prosperous) corners of the galaxy.",,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-05-02T18:00:25.000000Z,,296,115,flight-ready,None,vehicle,45,https://robertsspaceindustries.com/pledge/ships/atls/ATLS-GEO,[],[]
Aurora CL,7cab9bbc-3d67-4ee7-99ef-fe41991f8a3b,Aurora CL,aurora-cl,RSI_Aurora_CL,"{'length': 19, 'beam': 8.75, 'height': 4.5}","{'ir': 4549, 'em_idle': 3899, 'em_max': 19179}",0,6,0.93,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,3700,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 5, 'usage': {'main': 36, 'maneuvering': 6, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 46, 'yaw': 46, 'roll': 140, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Freight'],transport,"Customized for mercantile and trading excursions, the Aurora Clipper is the perfect vessel for aspiring entrepreneurs and seasoned traders alike. Thanks to its expanded cargo capacity, the Clipper ups the ante for personal merchant craft.",2,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 2.43, 'expedite_time': 0.81, 'expedite_cost': 1408}",[],2025-02-21T06:56:59.000000Z,4.1.0-LIVE.9650658,5,1,flight-ready,None,small,45,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-CL,[],"[{'title': 'Standard Edition', 'price': 45, 'available': 1, 'imported_at': '2024-01-07T12:54:02.000000Z'}]"
Aurora ES,42b72b92-7880-446d-8770-b158e4b0fd10,Aurora ES,aurora-es,RSI_Aurora_ES,"{'length': 19, 'beam': 8.75, 'height': 4.5}","{'ir': 4589, 'em_idle': 3878, 'em_max': 17834}",0,3,0.93,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2800,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 5, 'usage': {'main': 36, 'maneuvering': 6, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 46, 'yaw': 46, 'roll': 140, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}","['Starter', 'Pathfinder']",multi,"The Aurora is the modern-day descendant of the Roberts Space Industries X-7 spacecraft which tested the very first jump engines. Utilitarian to a T, the Aurora Essential is the perfect choice for new ship owners: versatile enough to tackle a myriad of challenges, yet with a straightforward and intuitive design.",2,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 2.16, 'expedite_time': 0.72, 'expedite_cost': 1298}",[],2025-02-21T06:56:59.000000Z,4.1.0-LIVE.9650658,1,1,flight-ready,None,small,20,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-ES,[],"[{'title': 'Standard Edition', 'price': 20, 'available': 1, 'imported_at': '2024-01-07T12:54:02.000000Z'}]"
Aurora LN,984283ce-dd5f-4807-a7b0-f6fbf053716c,Aurora LN,aurora-ln,RSI_Aurora_LN,"{'length': 19, 'beam': 8.75, 'height': 4.5}","{'ir': 3798, 'em_idle': 3445, 'em_max': 17958}",0,3,0.71,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,3200,"{'scm': 225, 'max': 1200, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 40, 'maneuvering': 6, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 46, 'yaw': 46, 'roll': 140, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Light Fighter'],transport,"With a more robust shield generator and a pair of additional weapon hard points, the Legionnaire is a dedicated combat fighter, built to handle any obstacle the universe can throw at you.",2,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 2.92, 'expedite_time': 0.97, 'expedite_cost': 2005}",[],2025-02-21T06:57:00.000000Z,4.1.0-LIVE.9650658,6,1,flight-ready,None,small,40,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-LN,[],"[{'title': 'Standard Edition', 'price': 40, 'available': 1, 'imported_at': '2024-01-07T12:54:02.000000Z'}]"
