start_ship,end_ship,path_length,total_distance,complete_path
Talon,Corsair,2,2.5495097567963922,Talon -> Corsair
Talon,Crucible,2,2.7838821814150108,Talon -> Crucible
Talon,CSV-SM,2,2.0,Talon -> CSV-SM
Talon,Cutlass Black,2,2.516611478423583,Talon -> Cutlass Black
Talon,Cutlass Blue,2,2.309401076758503,Talon -> Cutlass Blue
Talon,Cutlass Red,2,2.449489742783178,Talon -> Cutlass Red
Talon,Cutlass Steel,2,2.309401076758503,Talon -> Cutlass Steel
Talon,Cutter,2,2.0,Talon -> Cutter
Talon,Cutter Rambler,2,2.0,Talon -> Cutter Rambler
Talon,Cutter Scout,2,2.0,Talon -> Cutter Scout
Talon,Cyclone,2,2.449489742783178,Talon -> Cyclone
Talon,Cyclone AA,2,2.449489742783178,Talon -> Cyclone AA
Talon,Cyclone MT,2,2.516611478423583,Talon -> Cyclone MT
Talon,Cyclone RC,2,2.449489742783178,Talon -> Cyclone RC
Talon,Cyclone RN,2,2.449489742783178,Talon -> Cyclone RN
Talon,Cyclone TR,2,2.516611478423583,Talon -> Cyclone TR
Talon,Defender,2,2.0,Talon -> Defender
Talon,Dragonfly,2,2.449489742783178,Talon -> Dragonfly
Talon,E1 Spirit,2,2.6457513110645907,Talon -> E1 Spirit
Talon,Eclipse,2,1.7320508075688772,Talon -> Eclipse
Talon,Endeavor,2,2.756809750418044,Talon -> Endeavor
Talon,Expanse,2,2.23606797749979,Talon -> Expanse
Talon,F7A Hornet Mk I,2,1.7320508075688772,Talon -> F7A Hornet Mk I
Talon,F7A Hornet Mk II,2,2.0,Talon -> F7A Hornet Mk II
Talon,F7C Hornet Mk I,2,1.7320508075688772,Talon -> F7C Hornet Mk I
Talon,F7C Hornet Mk II,2,1.7320508075688772,Talon -> F7C Hornet Mk II
Talon,F7C-M Super Hornet,2,2.23606797749979,Talon -> F7C-M Super Hornet
Talon,F7C-R Hornet Tracker,2,1.7320508075688772,Talon -> F7C-R Hornet Tracker
Talon,F7C-R Hornet Tracker Mk II,2,1.7320508075688772,Talon -> F7C-R Hornet Tracker Mk II
Talon,F7C-S Hornet Ghost,2,1.7320508075688772,Talon -> F7C-S Hornet Ghost
Talon,F7C-S Hornet Ghost Mk II,2,1.7320508075688772,Talon -> F7C-S Hornet Ghost Mk II
Talon,F8C Lightning,2,1.7320508075688772,Talon -> F8C Lightning
Talon,Freelancer,2,2.5495097567963922,Talon -> Freelancer
Talon,Freelancer DUR,2,2.5495097567963922,Talon -> Freelancer DUR
Talon,Freelancer MAX,2,2.5495097567963922,Talon -> Freelancer MAX
Talon,Freelancer MIS,2,2.345207879911715,Talon -> Freelancer MIS
Talon,Fury,2,1.7320508075688772,Talon -> Fury
Talon,Fury LX,2,2.0,Talon -> Fury LX
Talon,Fury MX,2,1.7320508075688772,Talon -> Fury MX
Talon,G12,2,2.6457513110645907,Talon -> G12
Talon,G12a,2,2.6457513110645907,Talon -> G12a
Talon,G12r,2,2.6457513110645907,Talon -> G12r
Talon,Galaxy,2,2.7688746209726918,Talon -> Galaxy
Talon,Genesis,2,2.7838821814150108,Talon -> Genesis
Talon,Gladiator,2,2.23606797749979,Talon -> Gladiator
Talon,Gladius,2,1.4142135623730951,Talon -> Gladius
Talon,Glaive,2,1.4142135623730951,Talon -> Glaive
Talon,Guardian,2,1.7320508075688772,Talon -> Guardian
Talon,Guardian QI,2,1.7320508075688772,Talon -> Guardian QI
Talon,Hammerhead,2,2.4037008503093262,Talon -> Hammerhead
Talon,Hawk,2,1.4142135623730951,Talon -> Hawk
Talon,Herald,2,2.0,Talon -> Herald
Talon,HoverQuad,2,2.0,Talon -> HoverQuad
Talon,Hull A,2,2.0,Talon -> Hull A
Talon,Hull B,2,2.23606797749979,Talon -> Hull B
Talon,Hull C,2,2.5495097567963922,Talon -> Hull C
Talon,Hull D,2,2.756809750418044,Talon -> Hull D
Talon,Hull E,2,2.756809750418044,Talon -> Hull E
Talon,Hurricane,2,2.23606797749979,Talon -> Hurricane
Talon,Idris-M,2,2.632217967526897,Talon -> Idris-M
Talon,Idris-P,2,2.632217967526897,Talon -> Idris-P
Talon,Intrepid,2,2.0,Talon -> Intrepid
Talon,Ironclad,2,2.7688746209726918,Talon -> Ironclad
Talon,Ironclad Assault,2,2.581988897471611,Talon -> Ironclad Assault
Talon,Javelin,2,2.6410225292488514,Talon -> Javelin
Talon,Khartu-Al,2,1.4142135623730951,Talon -> Khartu-Al
Talon,Kraken,2,2.792848008753788,Talon -> Kraken
Talon,Kraken Privateer,2,2.792848008753788,Talon -> Kraken Privateer
Talon,Legionnaire,2,2.449489742783178,Talon -> Legionnaire
Talon,Liberator,2,2.6457513110645907,Talon -> Liberator
Talon,Lynx,2,2.449489742783178,Talon -> Lynx
Talon,M2 Hercules,2,2.309401076758503,Talon -> M2 Hercules
Talon,M50,2,2.0,Talon -> M50
Talon,Mantis,2,1.7320508075688772,Talon -> Mantis
Talon,Merchantman,2,2.7838821814150108,Talon -> Merchantman
Talon,Mercury,2,2.516611478423583,Talon -> Mercury
Talon,MOLE,2,2.5495097567963922,Talon -> MOLE
Talon,MPUV Cargo,2,2.0,Talon -> MPUV Cargo
Talon,MPUV Personnel,2,2.0,Talon -> MPUV Personnel
Talon,MPUV Tractor,2,2.0,Talon -> MPUV Tractor
Talon,Mule,2,2.0,Talon -> Mule
Talon,Mustang Alpha,2,2.0,Talon -> Mustang Alpha
Talon,Mustang Beta,2,2.0,Talon -> Mustang Beta
Talon,Mustang Delta,2,1.4142135623730951,Talon -> Mustang Delta
Talon,Mustang Gamma,2,2.0,Talon -> Mustang Gamma
Talon,Mustang Omega,2,2.0,Talon -> Mustang Omega
Talon,Nautilus,2,2.598076211353316,Talon -> Nautilus
Talon,Nomad,2,2.0,Talon -> Nomad
Talon,Nova,2,2.516611478423583,Talon -> Nova
Talon,Nox,2,2.0,Talon -> Nox
Talon,Odyssey,2,2.23606797749979,Talon -> Odyssey
Talon,Orion,2,2.7774602993176543,Talon -> Orion
Talon,P-52 Merlin,2,1.7320508075688772,Talon -> P-52 Merlin
Talon,P-72 Archimedes,2,2.0,Talon -> P-72 Archimedes
Talon,Paladin,2,2.5495097567963922,Talon -> Paladin
Talon,Perseus,2,2.581988897471611,Talon -> Perseus
Talon,Pioneer,2,2.7838821814150108,Talon -> Pioneer
Talon,Polaris,2,2.41522945769824,Talon -> Polaris
Talon,Prospector,2,2.0,Talon -> Prospector
Talon,Prowler,2,2.0,Talon -> Prowler
Talon,PTV,2,2.449489742783178,Talon -> PTV
Talon,Pulse,2,2.0,Talon -> Pulse
Talon,Pulse LX,2,2.0,Talon -> Pulse LX
Talon,RAFT,2,2.449489742783178,Talon -> RAFT
Talon,Railen,2,2.7386127875258306,Talon -> Railen
Talon,Ranger CV,2,2.23606797749979,Talon -> Ranger CV
Talon,Ranger RC,2,2.23606797749979,Talon -> Ranger RC
Talon,Ranger TR,2,2.23606797749979,Talon -> Ranger TR
Talon,Razor,2,2.0,Talon -> Razor
Talon,Razor EX,2,2.0,Talon -> Razor EX
Talon,Razor LX,2,2.0,Talon -> Razor LX
Talon,Reclaimer,2,2.569046515733026,Talon -> Reclaimer
Talon,Redeemer,2,2.345207879911715,Talon -> Redeemer
Talon,Reliant Kore,2,2.449489742783178,Talon -> Reliant Kore
Talon,Reliant Mako,2,2.449489742783178,Talon -> Reliant Mako
Talon,Reliant Sen,2,2.449489742783178,Talon -> Reliant Sen
Talon,Reliant Tana,2,2.0,Talon -> Reliant Tana
Talon,Retaliator,2,2.390457218668787,Talon -> Retaliator
Talon,ROC,2,2.0,Talon -> ROC
Talon,ROC-DS,2,2.449489742783178,Talon -> ROC-DS
Talon,Sabre,2,1.7320508075688772,Talon -> Sabre
Talon,Sabre Firebird,2,1.7320508075688772,Talon -> Sabre Firebird
Talon,Sabre Peregrine,2,2.0,Talon -> Sabre Peregrine
Talon,Sabre Raven,2,1.7320508075688772,Talon -> Sabre Raven
Talon,San'tok.yāi,2,1.7320508075688772,Talon -> San'tok.yāi
Talon,Scorpius,2,2.23606797749979,Talon -> Scorpius
Talon,Scorpius Antares,2,2.23606797749979,Talon -> Scorpius Antares
Talon,Scythe,2,1.7320508075688772,Talon -> Scythe
Talon,Spartan,2,2.0,Talon -> Spartan
Talon,SRV,2,2.0,Talon -> SRV
Talon,Starfarer,2,2.591193878173865,Talon -> Starfarer
Talon,Starfarer Gemini,2,2.581988897471611,Talon -> Starfarer Gemini
Talon,Starlancer MAX,2,2.5495097567963922,Talon -> Starlancer MAX
Talon,Starlancer TAC,2,2.581988897471611,Talon -> Starlancer TAC
Talon,Storm,2,2.0,Talon -> Storm
Talon,Storm AA,2,2.0,Talon -> Storm AA
Talon,STV,2,2.449489742783178,Talon -> STV
Talon,Talon,1,0.0,Talon
Talon,Ursa,2,2.516611478423583,Talon -> Ursa
Talon,Talon Shrike,2,1.0,Talon -> Talon Shrike
Talon,Terrapin,2,2.0,Talon -> Terrapin
Talon,Terrapin Medic,2,2.0,Talon -> Terrapin Medic
Talon,Ursa,2,2.516611478423583,Talon -> Ursa
Talon,Ursa Medivac,2,2.516611478423583,Talon -> Ursa Medivac
Talon,Valkyrie,2,2.3664319132398464,Talon -> Valkyrie
Talon,Vanguard Harbinger,2,2.23606797749979,Talon -> Vanguard Harbinger
Talon,Vanguard Hoplite,2,2.23606797749979,Talon -> Vanguard Hoplite
Talon,Vanguard Sentinel,2,2.23606797749979,Talon -> Vanguard Sentinel
Talon,Vanguard Warden,2,2.23606797749979,Talon -> Vanguard Warden
Talon,Vulcan,2,2.70801280154532,Talon -> Vulcan
Talon,Vulture,2,2.0,Talon -> Vulture
Talon,X1,2,2.0,Talon -> X1
Talon,X1 Force,2,2.0,Talon -> X1 Force
Talon,X1 Velocity,2,2.0,Talon -> X1 Velocity
Talon,Zeus CL Mk II,2,2.516611478423583,Talon -> Zeus CL Mk II
Talon,Zeus ES Mk II,2,2.516611478423583,Talon -> Zeus ES Mk II
Ursa,100i,2,2.516611478423583,Ursa -> 100i
Ursa,125a,2,2.516611478423583,Ursa -> 125a
Ursa,135c,2,2.516611478423583,Ursa -> 135c
Ursa,300i,2,2.516611478423583,Ursa -> 300i
Ursa,315p,2,2.516611478423583,Ursa -> 315p
Ursa,325a,2,2.516611478423583,Ursa -> 325a
Ursa,350r,2,2.516611478423583,Ursa -> 350r
Ursa,400i,2,2.0,Ursa -> 400i
Ursa,600i Explorer,2,2.4083189157584592,Ursa -> 600i Explorer
Ursa,600i Touring,2,2.4083189157584592,Ursa -> 600i Touring
Ursa,85X,2,2.3804761428476167,Ursa -> 85X
Ursa,890 Jump,2,2.5,Ursa -> 890 Jump
Ursa,A1 Spirit,2,2.3804761428476167,Ursa -> A1 Spirit
Ursa,A2 Hercules,2,2.5,Ursa -> A2 Hercules
Ursa,Apollo Medivac,2,2.3804761428476167,Ursa -> Apollo Medivac
Ursa,Apollo Triage,2,2.3804761428476167,Ursa -> Apollo Triage
Ursa,Ares Star Fighter Inferno,2,2.516611478423583,Ursa -> Ares Star Fighter Inferno
Ursa,Ares Star Fighter Ion,2,2.516611478423583,Ursa -> Ares Star Fighter Ion
Ursa,Arrastra,2,2.4083189157584592,Ursa -> Arrastra
Ursa,Arrow,2,2.516611478423583,Ursa -> Arrow
Ursa,ATLS,2,2.0816659994661326,Ursa -> ATLS
Ursa,Aurora CL,2,2.309401076758503,Ursa -> Aurora CL
Ursa,Aurora ES,2,2.309401076758503,Ursa -> Aurora ES
Ursa,Aurora LN,2,2.309401076758503,Ursa -> Aurora LN
Ursa,Aurora LX,2,2.309401076758503,Ursa -> Aurora LX
Ursa,Aurora MR,2,2.309401076758503,Ursa -> Aurora MR
Ursa,Avenger Stalker,2,2.516611478423583,Ursa -> Avenger Stalker
Ursa,Avenger Titan,2,2.516611478423583,Ursa -> Avenger Titan
Ursa,Avenger Warlock,2,2.516611478423583,Ursa -> Avenger Warlock
Ursa,Ballista,2,2.3804761428476167,Ursa -> Ballista
Ursa,Blade,2,2.516611478423583,Ursa -> Blade
Ursa,Buccaneer,2,2.516611478423583,Ursa -> Buccaneer
Ursa,C1 Spirit,2,2.3804761428476167,Ursa -> C1 Spirit
Ursa,C2 Hercules,2,2.3804761428476167,Ursa -> C2 Hercules
Ursa,C8 Pisces,2,2.0,Ursa -> C8 Pisces
Ursa,C8R Pisces,2,2.3804761428476167,Ursa -> C8R Pisces
Ursa,C8X Pisces Expedition,2,2.0,Ursa -> C8X Pisces Expedition
Ursa,Carrack,2,2.449489742783178,Ursa -> Carrack
Ursa,Caterpillar,2,2.345207879911715,Ursa -> Caterpillar
Ursa,Centurion,2,2.1602468994692865,Ursa -> Centurion
Ursa,Constellation Andromeda,2,2.1213203435596424,Ursa -> Constellation Andromeda
Ursa,Constellation Aquila,2,2.1213203435596424,Ursa -> Constellation Aquila
Ursa,Constellation Phoenix,2,2.1213203435596424,Ursa -> Constellation Phoenix
Ursa,Constellation Taurus,2,2.1213203435596424,Ursa -> Constellation Taurus
Ursa,Corsair,2,2.345207879911715,Ursa -> Corsair
Ursa,Crucible,2,2.692582403567252,Ursa -> Crucible
Ursa,CSV-SM,2,2.0816659994661326,Ursa -> CSV-SM
Ursa,Cutlass Black,2,2.0,Ursa -> Cutlass Black
Ursa,Cutlass Blue,2,2.0,Ursa -> Cutlass Blue
Ursa,Cutlass Red,2,2.3804761428476167,Ursa -> Cutlass Red
Ursa,Cutlass Steel,2,2.0,Ursa -> Cutlass Steel
Ursa,Cutter,2,2.516611478423583,Ursa -> Cutter
Ursa,Cutter Rambler,2,2.516611478423583,Ursa -> Cutter Rambler
Ursa,Cutter Scout,2,2.516611478423583,Ursa -> Cutter Scout
Ursa,Cyclone,2,2.1602468994692865,Ursa -> Cyclone
Ursa,Cyclone AA,2,2.1602468994692865,Ursa -> Cyclone AA
Ursa,Cyclone MT,2,1.7320508075688772,Ursa -> Cyclone MT
Ursa,Cyclone RC,2,2.1602468994692865,Ursa -> Cyclone RC
Ursa,Cyclone RN,2,2.1602468994692865,Ursa -> Cyclone RN
Ursa,Cyclone TR,2,1.7320508075688772,Ursa -> Cyclone TR
Ursa,Defender,2,2.3804761428476167,Ursa -> Defender
Ursa,Dragonfly,2,2.3804761428476167,Ursa -> Dragonfly
Ursa,E1 Spirit,2,2.581988897471611,Ursa -> E1 Spirit
Ursa,Eclipse,2,2.516611478423583,Ursa -> Eclipse
Ursa,Endeavor,2,2.6076809620810595,Ursa -> Endeavor
Ursa,Expanse,2,2.70801280154532,Ursa -> Expanse
Ursa,F7A Hornet Mk I,2,2.516611478423583,Ursa -> F7A Hornet Mk I
Ursa,F7A Hornet Mk II,2,2.70801280154532,Ursa -> F7A Hornet Mk II
Ursa,F7C Hornet Mk I,2,2.516611478423583,Ursa -> F7C Hornet Mk I
Ursa,F7C Hornet Mk II,2,2.309401076758503,Ursa -> F7C Hornet Mk II
Ursa,F7C-M Super Hornet,2,2.3804761428476167,Ursa -> F7C-M Super Hornet
Ursa,F7C-R Hornet Tracker,2,2.516611478423583,Ursa -> F7C-R Hornet Tracker
Ursa,F7C-R Hornet Tracker Mk II,2,2.309401076758503,Ursa -> F7C-R Hornet Tracker Mk II
Ursa,F7C-S Hornet Ghost,2,2.516611478423583,Ursa -> F7C-S Hornet Ghost
Ursa,F7C-S Hornet Ghost Mk II,2,2.309401076758503,Ursa -> F7C-S Hornet Ghost Mk II
Ursa,F8C Lightning,2,2.516611478423583,Ursa -> F8C Lightning
Ursa,Freelancer,2,2.345207879911715,Ursa -> Freelancer
Ursa,Freelancer DUR,2,2.345207879911715,Ursa -> Freelancer DUR
Ursa,Freelancer MAX,2,2.345207879911715,Ursa -> Freelancer MAX
Ursa,Freelancer MIS,2,2.345207879911715,Ursa -> Freelancer MIS
Ursa,Fury,2,2.516611478423583,Ursa -> Fury
Ursa,Fury LX,2,2.516611478423583,Ursa -> Fury LX
Ursa,Fury MX,2,2.516611478423583,Ursa -> Fury MX
Ursa,G12,2,2.3804761428476167,Ursa -> G12
Ursa,G12a,2,2.3804761428476167,Ursa -> G12a
Ursa,G12r,2,2.581988897471611,Ursa -> G12r
Ursa,Galaxy,2,2.449489742783178,Ursa -> Galaxy
Ursa,Genesis,2,2.692582403567252,Ursa -> Genesis
Ursa,Gladiator,2,2.3804761428476167,Ursa -> Gladiator
Ursa,Gladius,2,2.516611478423583,Ursa -> Gladius
Ursa,Glaive,2,2.516611478423583,Ursa -> Glaive
Ursa,Guardian,2,2.309401076758503,Ursa -> Guardian
Ursa,Guardian QI,2,2.309401076758503,Ursa -> Guardian QI
Ursa,Hammerhead,2,2.516611478423583,Ursa -> Hammerhead
Ursa,Hawk,2,2.516611478423583,Ursa -> Hawk
Ursa,Herald,2,2.516611478423583,Ursa -> Herald
Ursa,HoverQuad,2,2.309401076758503,Ursa -> HoverQuad
Ursa,Hull A,2,2.516611478423583,Ursa -> Hull A
Ursa,Hull B,2,2.70801280154532,Ursa -> Hull B
Ursa,Hull C,2,2.345207879911715,Ursa -> Hull C
Ursa,Hull D,2,2.6076809620810595,Ursa -> Hull D
Ursa,Hull E,2,2.6076809620810595,Ursa -> Hull E
Ursa,Hurricane,2,2.3804761428476167,Ursa -> Hurricane
Ursa,Idris-M,2,2.7902892835178013,Ursa -> Idris-M
Ursa,Idris-P,2,2.7902892835178013,Ursa -> Idris-P
Ursa,Intrepid,2,2.309401076758503,Ursa -> Intrepid
Ursa,Ironclad,2,2.6457513110645907,Ursa -> Ironclad
Ursa,Ironclad Assault,2,2.6457513110645907,Ursa -> Ironclad Assault
Ursa,Javelin,2,2.8151376520518494,Ursa -> Javelin
Ursa,Khartu-Al,2,2.516611478423583,Ursa -> Khartu-Al
Ursa,Kraken,2,2.7202941017470885,Ursa -> Kraken
Ursa,Kraken Privateer,2,2.7202941017470885,Ursa -> Kraken Privateer
Ursa,Legionnaire,2,2.581988897471611,Ursa -> Legionnaire
Ursa,Liberator,2,2.581988897471611,Ursa -> Liberator
Ursa,Lynx,2,1.9148542155126762,Ursa -> Lynx
Ursa,M2 Hercules,2,2.0,Ursa -> M2 Hercules
Ursa,M50,2,2.516611478423583,Ursa -> M50
Ursa,Mantis,2,2.309401076758503,Ursa -> Mantis
Ursa,Merchantman,2,2.692582403567252,Ursa -> Merchantman
Ursa,Mercury,2,2.0,Ursa -> Mercury
Ursa,MOLE,2,2.345207879911715,Ursa -> MOLE
Ursa,MPUV Cargo,2,2.516611478423583,Ursa -> MPUV Cargo
Ursa,MPUV Personnel,2,2.516611478423583,Ursa -> MPUV Personnel
Ursa,MPUV Tractor,2,2.309401076758503,Ursa -> MPUV Tractor
Ursa,Mule,2,2.309401076758503,Ursa -> Mule
Ursa,Mustang Alpha,2,2.516611478423583,Ursa -> Mustang Alpha
Ursa,Mustang Beta,2,2.516611478423583,Ursa -> Mustang Beta
Ursa,Mustang Delta,2,2.516611478423583,Ursa -> Mustang Delta
Ursa,Mustang Gamma,2,2.516611478423583,Ursa -> Mustang Gamma
Ursa,Mustang Omega,2,2.516611478423583,Ursa -> Mustang Omega
Ursa,Nautilus,2,2.692582403567252,Ursa -> Nautilus
Ursa,Nomad,2,2.516611478423583,Ursa -> Nomad
Ursa,Nova,2,1.7320508075688772,Ursa -> Nova
Ursa,Nox,2,2.516611478423583,Ursa -> Nox
Ursa,Odyssey,2,2.70801280154532,Ursa -> Odyssey
Ursa,Orion,2,2.4784787961282104,Ursa -> Orion
Ursa,P-52 Merlin,2,2.516611478423583,Ursa -> P-52 Merlin
Ursa,P-72 Archimedes,2,2.516611478423583,Ursa -> P-72 Archimedes
Ursa,Paladin,2,2.5495097567963922,Ursa -> Paladin
Ursa,Perseus,2,2.449489742783178,Ursa -> Perseus
Ursa,Pioneer,2,2.692582403567252,Ursa -> Pioneer
Ursa,Polaris,2,2.1213203435596424,Ursa -> Polaris
Ursa,Prospector,2,2.516611478423583,Ursa -> Prospector
Ursa,Prowler,2,2.3804761428476167,Ursa -> Prowler
Ursa,PTV,2,2.1602468994692865,Ursa -> PTV
Ursa,Pulse,2,2.0816659994661326,Ursa -> Pulse
Ursa,Pulse LX,2,2.0816659994661326,Ursa -> Pulse LX
Ursa,RAFT,2,2.3804761428476167,Ursa -> RAFT
Ursa,Railen,2,2.5495097567963922,Ursa -> Railen
Ursa,Ranger CV,2,2.516611478423583,Ursa -> Ranger CV
Ursa,Ranger RC,2,2.516611478423583,Ursa -> Ranger RC
Ursa,Ranger TR,2,2.516611478423583,Ursa -> Ranger TR
Ursa,Razor,2,2.516611478423583,Ursa -> Razor
Ursa,Razor EX,2,2.516611478423583,Ursa -> Razor EX
Ursa,Razor LX,2,2.516611478423583,Ursa -> Razor LX
Ursa,Reclaimer,2,2.4083189157584592,Ursa -> Reclaimer
Ursa,Redeemer,2,2.345207879911715,Ursa -> Redeemer
Ursa,Reliant Kore,2,2.3804761428476167,Ursa -> Reliant Kore
Ursa,Reliant Mako,2,2.3804761428476167,Ursa -> Reliant Mako
Ursa,Reliant Sen,2,2.3804761428476167,Ursa -> Reliant Sen
Ursa,Reliant Tana,2,2.3804761428476167,Ursa -> Reliant Tana
Ursa,Retaliator,2,2.4784787961282104,Ursa -> Retaliator
Ursa,ROC,2,2.516611478423583,Ursa -> ROC
Ursa,ROC-DS,2,2.3804761428476167,Ursa -> ROC-DS
Ursa,Sabre,2,2.516611478423583,Ursa -> Sabre
Ursa,Sabre Firebird,2,2.309401076758503,Ursa -> Sabre Firebird
Ursa,Sabre Peregrine,2,2.309401076758503,Ursa -> Sabre Peregrine
Ursa,Sabre Raven,2,2.516611478423583,Ursa -> Sabre Raven
Ursa,San'tok.yāi,2,2.516611478423583,Ursa -> San'tok.yāi
Ursa,Scorpius,2,2.1602468994692865,Ursa -> Scorpius
Ursa,Scorpius Antares,2,2.1602468994692865,Ursa -> Scorpius Antares
Ursa,Scythe,2,2.516611478423583,Ursa -> Scythe
Ursa,Spartan,2,2.309401076758503,Ursa -> Spartan
Ursa,SRV,2,2.516611478423583,Ursa -> SRV
Ursa,Starfarer,2,2.4784787961282104,Ursa -> Starfarer
Ursa,Starfarer Gemini,2,2.449489742783178,Ursa -> Starfarer Gemini
Ursa,Starlancer MAX,2,2.1213203435596424,Ursa -> Starlancer MAX
Ursa,Starlancer TAC,2,2.6457513110645907,Ursa -> Starlancer TAC
Ursa,Storm,2,2.309401076758503,Ursa -> Storm
Ursa,Storm AA,2,2.309401076758503,Ursa -> Storm AA
Ursa,STV,2,2.1602468994692865,Ursa -> STV
Ursa,Talon,2,2.516611478423583,Ursa -> Talon
Ursa,Ursa,1,0.0,Ursa
Ursa,Talon Shrike,2,2.516611478423583,Ursa -> Talon Shrike
Ursa,Terrapin,2,2.516611478423583,Ursa -> Terrapin
Ursa,Terrapin Medic,2,2.309401076758503,Ursa -> Terrapin Medic
Ursa,Ursa,1,0.0,Ursa
Ursa,Ursa Medivac,2,0.0,Ursa -> Ursa Medivac
Ursa,Valkyrie,2,2.4083189157584592,Ursa -> Valkyrie
Ursa,Vanguard Harbinger,2,2.3804761428476167,Ursa -> Vanguard Harbinger
Ursa,Vanguard Hoplite,2,2.3804761428476167,Ursa -> Vanguard Hoplite
Ursa,Vanguard Sentinel,2,2.3804761428476167,Ursa -> Vanguard Sentinel
Ursa,Vanguard Warden,2,2.3804761428476167,Ursa -> Vanguard Warden
Ursa,Vulcan,2,2.23606797749979,Ursa -> Vulcan
Ursa,Vulture,2,2.516611478423583,Ursa -> Vulture
Ursa,X1,2,2.516611478423583,Ursa -> X1
Ursa,X1 Force,2,2.516611478423583,Ursa -> X1 Force
Ursa,X1 Velocity,2,2.516611478423583,Ursa -> X1 Velocity
Ursa,Zeus CL Mk II,2,1.4142135623730951,Ursa -> Zeus CL Mk II
Ursa,Zeus ES Mk II,2,1.4142135623730951,Ursa -> Zeus ES Mk II
Talon Shrike,100i,2,1.7320508075688772,Talon Shrike -> 100i
Talon Shrike,125a,2,1.7320508075688772,Talon Shrike -> 125a
Talon Shrike,135c,2,1.7320508075688772,Talon Shrike -> 135c
Talon Shrike,300i,2,2.0,Talon Shrike -> 300i
Talon Shrike,315p,2,2.0,Talon Shrike -> 315p
Talon Shrike,325a,2,1.7320508075688772,Talon Shrike -> 325a
Talon Shrike,350r,2,2.0,Talon Shrike -> 350r
Talon Shrike,400i,2,2.516611478423583,Talon Shrike -> 400i
Talon Shrike,600i Explorer,2,2.569046515733026,Talon Shrike -> 600i Explorer
Talon Shrike,600i Touring,2,2.569046515733026,Talon Shrike -> 600i Touring
Talon Shrike,85X,2,2.449489742783178,Talon Shrike -> 85X
Talon Shrike,890 Jump,2,2.598076211353316,Talon Shrike -> 890 Jump
Talon Shrike,A1 Spirit,2,2.23606797749979,Talon Shrike -> A1 Spirit
Talon Shrike,A2 Hercules,2,2.3979157616563596,Talon Shrike -> A2 Hercules
Talon Shrike,Apollo Medivac,2,2.6457513110645907,Talon Shrike -> Apollo Medivac
Talon Shrike,Apollo Triage,2,2.6457513110645907,Talon Shrike -> Apollo Triage
Talon Shrike,Ares Star Fighter Inferno,2,1.7320508075688772,Talon Shrike -> Ares Star Fighter Inferno
Talon Shrike,Ares Star Fighter Ion,2,1.7320508075688772,Talon Shrike -> Ares Star Fighter Ion
Talon Shrike,Arrastra,2,2.756809750418044,Talon Shrike -> Arrastra
Talon Shrike,Arrow,2,1.4142135623730951,Talon Shrike -> Arrow
Talon Shrike,ATLS,2,2.0,Talon Shrike -> ATLS
Talon Shrike,Aurora CL,2,2.0,Talon Shrike -> Aurora CL
Talon Shrike,Aurora ES,2,2.0,Talon Shrike -> Aurora ES
Talon Shrike,Aurora LN,2,1.7320508075688772,Talon Shrike -> Aurora LN
Talon Shrike,Aurora LX,2,2.0,Talon Shrike -> Aurora LX
Talon Shrike,Aurora MR,2,1.7320508075688772,Talon Shrike -> Aurora MR
Talon Shrike,Avenger Stalker,2,1.7320508075688772,Talon Shrike -> Avenger Stalker
Talon Shrike,Avenger Titan,2,2.0,Talon Shrike -> Avenger Titan
Talon Shrike,Avenger Warlock,2,1.7320508075688772,Talon Shrike -> Avenger Warlock
Talon Shrike,Ballista,2,2.23606797749979,Talon Shrike -> Ballista
Talon Shrike,Blade,2,1.0,Talon Shrike -> Blade
Talon Shrike,Buccaneer,2,1.7320508075688772,Talon Shrike -> Buccaneer
Talon Shrike,C1 Spirit,2,2.449489742783178,Talon Shrike -> C1 Spirit
Talon Shrike,C2 Hercules,2,2.449489742783178,Talon Shrike -> C2 Hercules
Talon Shrike,C8 Pisces,2,2.516611478423583,Talon Shrike -> C8 Pisces
Talon Shrike,C8R Pisces,2,2.449489742783178,Talon Shrike -> C8R Pisces
Talon Shrike,C8X Pisces Expedition,2,2.516611478423583,Talon Shrike -> C8X Pisces Expedition
Talon Shrike,Carrack,2,2.581988897471611,Talon Shrike -> Carrack
Talon Shrike,Caterpillar,2,2.5495097567963922,Talon Shrike -> Caterpillar
Talon Shrike,Centurion,2,2.449489742783178,Talon Shrike -> Centurion
Talon Shrike,Constellation Andromeda,2,2.5495097567963922,Talon Shrike -> Constellation Andromeda
Talon Shrike,Constellation Aquila,2,2.5495097567963922,Talon Shrike -> Constellation Aquila
Talon Shrike,Constellation Phoenix,2,2.5495097567963922,Talon Shrike -> Constellation Phoenix
Talon Shrike,Constellation Taurus,2,2.5495097567963922,Talon Shrike -> Constellation Taurus
Talon Shrike,Corsair,2,2.5495097567963922,Talon Shrike -> Corsair
Talon Shrike,Crucible,2,2.7838821814150108,Talon Shrike -> Crucible
Talon Shrike,CSV-SM,2,2.0,Talon Shrike -> CSV-SM
Talon Shrike,Cutlass Black,2,2.516611478423583,Talon Shrike -> Cutlass Black
Talon Shrike,Cutlass Blue,2,2.0816659994661326,Talon Shrike -> Cutlass Blue
